"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 10 06:02:44 GMT 2025","Sun Aug 10 06:02:46 GMT 2025","2508","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
