"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 11 06:03:04 GMT 2025","Thu Sep 11 06:03:17 GMT 2025","12879","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
