"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 08 06:03:12 GMT 2025","Wed Oct 08 06:03:26 GMT 2025","14111","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
