"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 18 06:03:05 GMT 2025","Mon Aug 18 06:03:08 GMT 2025","3482","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
