"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 06 06:03:13 GMT 2025","Mon Oct 06 06:03:29 GMT 2025","16803","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
