"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 31 06:03:18 GMT 2025","Fri Oct 31 06:03:34 GMT 2025","15801","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
