"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 29 06:03:12 GMT 2025","Mon Sep 29 06:03:25 GMT 2025","13487","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
