"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 30 06:02:32 GMT 2025","Sat Aug 30 06:02:35 GMT 2025","3229","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
