"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 12 06:02:58 GMT 2025","Tue Aug 12 06:03:01 GMT 2025","2654","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
