"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 09 06:03:12 GMT 2025","Thu Oct 09 06:03:26 GMT 2025","14193","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
