"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 26 06:03:09 GMT 2025","Sun Oct 26 06:03:24 GMT 2025","15224","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
