"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","636","test","Surefire suite","Wed Dec 11 13:47:44 GMT 2024","passed","Wed Dec 11 13:47:45 GMT 2024","test.SampleTest","Surefire test","test.SampleTest","test"
