"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","840","test","Surefire suite","Wed Dec 11 09:47:53 GMT 2024","passed","Wed Dec 11 09:47:54 GMT 2024","test.SampleTest","Surefire test","test.SampleTest","test"
