"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 16 06:02:22 GMT 2025","Sat Aug 16 06:02:25 GMT 2025","3026","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
