"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 08 06:02:46 GMT 2025","Mon Sep 08 06:02:49 GMT 2025","2573","Surefire suite","Surefire test","test.SampleTest","test.SampleTest","test","test",""
